D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_12_981.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_12_981.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_12_981.jpg, 0, 1, 0, 14.44703
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_084.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_084.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_084.jpg, -0.2640405, 1, 0, 15.57906
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_187.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_187.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_187.jpg, -0.1902771, 1, 0, 16.82549
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_289.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_289.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_289.jpg, -0.3440781, 1, 0, 17.70222
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_390.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_390.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_390.jpg, -0.03963602, 1, 0, 18.88662
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_497.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_497.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_497.jpg, -0.1713054, 1, 0, 19.76793
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_599.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_599.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_599.jpg, -0.1754724, 1, 0, 20.84827
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_702.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_702.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_702.jpg, -0.1232031, 1, 0, 21.77935
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_808.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_808.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_808.jpg, -0.06415711, 1, 0, 22.96553
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_13_907.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_13_907.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_13_907.jpg, -0.0923184, 1, 0, 23.95169
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_008.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_008.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_008.jpg, -0.2598864, 1, 0, 24.86773
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_110.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_110.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_110.jpg, -0.05006552, 1, 0, 25.82502
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_213.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_213.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_213.jpg, -0.2347626, 1, 0, 26.74792
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_314.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_314.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_314.jpg, 0, 1, 0, 27.68517
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_419.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_419.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_419.jpg, -0.3098502, 1, 0, 28.58597
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_522.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_522.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_522.jpg, -0.02533355, 1, 0, 29.50602
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_624.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_624.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_624.jpg, -0.163434, 1, 0, 30.18811
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_727.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_727.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_727.jpg, -0.1245099, 1, 0, 30.18913
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_831.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_831.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_831.jpg, 0, 1, 0, 30.18938
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_14_934.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_14_934.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_14_934.jpg, -0.2346039, 1, 0, 30.17928
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_034.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_034.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_034.jpg, -0.0292548, 1, 0, 30.18994
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_134.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_134.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_134.jpg, -0.08742959, 1, 0, 30.19097
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_237.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_237.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_237.jpg, -0.3508572, 1, 0, 30.17094
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_338.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_338.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_338.jpg, -0.2500703, 1, 0, 30.18984
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_439.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_439.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_439.jpg, -0.4037133, 1, 0, 30.17289
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_540.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_540.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_540.jpg, -0.1034124, 1, 0, 30.1917
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_640.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_640.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_640.jpg, -0.1025265, 1, 0, 30.19262
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_742.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_742.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_742.jpg, 0, 1, 0, 30.18966
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_844.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_844.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_844.jpg, 0, 1, 0, 30.19025
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_15_945.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_15_945.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_15_945.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_049.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_049.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_049.jpg, 0, 1, 0, 30.19027
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_149.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_149.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_149.jpg, -0.2305098, 1, 0, 30.17646
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_253.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_253.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_253.jpg, 0, 1, 0, 30.18965
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_357.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_357.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_357.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_463.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_463.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_463.jpg, 0, 1, 0, 30.19029
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_564.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_564.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_564.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_665.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_665.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_665.jpg, 0, 1, 0, 30.19029
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_767.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_767.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_767.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_868.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_868.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_868.jpg, 0, 1, 0, 30.1903
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_16_972.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_16_972.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_16_972.jpg, 0, 1, 0, 30.19025
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_075.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_075.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_075.jpg, 0, 1, 0, 30.19029
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_179.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_179.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_179.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_282.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_282.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_282.jpg, -0.2739117, 1, 0, 30.17114
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_386.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_386.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_386.jpg, -0.0555198, 1, 0, 30.19082
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_490.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_490.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_490.jpg, -0.1227693, 1, 0, 30.19093
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_592.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_592.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_592.jpg, -0.0675582, 1, 0, 30.19025
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_695.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_695.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_695.jpg, 0, 1, 0, 30.18991
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_795.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_795.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_795.jpg, 0, 1, 0, 30.18974
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_895.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_895.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_895.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_17_999.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_17_999.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_17_999.jpg, 0, 1, 0, 30.19049
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_102.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_102.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_102.jpg, 0, 1, 0, 30.1903
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_206.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_206.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_206.jpg, 0, 1, 0, 30.19032
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_310.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_310.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_310.jpg, -0.1709328, 1, 0, 30.18233
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_414.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_414.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_414.jpg, -0.08000157, 1, 0, 30.19041
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_516.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_516.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_516.jpg, -0.1620477, 1, 0, 30.18684
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_618.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_618.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_618.jpg, 0, 1, 0, 30.18961
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_723.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_723.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_723.jpg, -0.1561746, 1, 0, 30.18632
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_828.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_828.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_828.jpg, 0, 1, 0, 30.19021
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_18_927.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_18_927.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_18_927.jpg, -0.1997142, 1, 0, 30.18085
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_028.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_028.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_028.jpg, 0, 1, 0, 30.18992
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_130.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_130.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_130.jpg, -0.1630065, 1, 0, 30.18491
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_235.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_235.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_235.jpg, -0.0141186, 1, 0, 30.1902
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_336.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_336.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_336.jpg, -0.09015031, 1, 0, 30.19036
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_436.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_436.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_436.jpg, -0.0946029, 1, 0, 30.18958
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_537.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_537.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_537.jpg, 0, 1, 0, 30.18987
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_642.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_642.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_642.jpg, -0.1387872, 1, 0, 30.18682
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_744.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_744.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_744.jpg, 0, 1, 0, 30.18999
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_844.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_844.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_844.jpg, -0.2023749, 1, 0, 30.18188
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_19_948.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_19_948.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_19_948.jpg, -0.0746283, 1, 0, 30.1902
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_051.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_051.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_051.jpg, -0.0001557209, 1, 0, 30.18998
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_152.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_152.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_152.jpg, 0, 1, 0, 30.19019
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_256.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_256.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_256.jpg, 0, 1, 0, 30.19031
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_362.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_362.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_362.jpg, -0.1276248, 1, 0, 30.18596
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_462.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_462.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_462.jpg, -0.0618282, 1, 0, 30.1899
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_565.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_565.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_565.jpg, -0.1234521, 1, 0, 30.18986
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_667.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_667.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_667.jpg, -0.142638, 1, 0, 30.18719
D:\SOFTWARES\Udacity\IMG\center_2022_10_01_19_21_20_768.jpg, D:\SOFTWARES\Udacity\IMG\left_2022_10_01_19_21_20_768.jpg, D:\SOFTWARES\Udacity\IMG\right_2022_10_01_19_21_20_768.jpg, 0, 1, 0, 30.19011
